Time (s),Temperature (Degrees C)
591841.32,25
592152.22,26
592464.28,26
592776.91,26
593090.12,26
593403.95,26
593718.34,26
594033.35,26
594348.96,26
594665.14,26
594981.87,26
595299.21,26
595617.14,26
595935.65,26
596254.76,26
596574.45,26
596894.74,26
597215.62,26
597537.08,26
597859.09,26
598181.72,26
598504.98,26
598828.83,26
599153.24,26
599478.24,26
599803.81,26
600130.03,26
600456.86,26
600784.31,26
601112.35,26
601441.03,26
601770.24,26
602100.12,26
602430.56,26
602761.59,26
603093.22,26
603425.47,25
603758.28,25
604091.65,25
604425.6,25
604760.2,25
605095.96,25
605432.27,25
605769.17,25
606106.72,25
606444.84,25
606783.58,25
607122.91,25
607462.83,25
607803.33,25
608144.41,25
608486.12,25
608828.41,25
609171.27,25
609514.72,25
609858.76,25
610203.36,25
610548.59,25
610894.4,25
611240.79,25
611588.4,25
611936.58,25
612285.37,25
612634.8,25
612984.74,25
613335.26,25
613686.41,25
614038.13,25
614390.46,25
614743.38,25
615096.89,25
615450.98,25
615805.66,25
616161.57,25
616518.05,25
616875.08,25
617232.68,25
617590.89,25
617949.68,25
618309.12,25
618669.12,25
619029.74,25
619390.92,25
619752.67,25
620115.02,25
620478.57,25
620842.67,25
621207.41,25
621572.72,25
621938.62,25
622305.12,25
622672.23,25
623039.95,25
623408.3,25
623777.2,25
624146.63,25
624516.68,25
624887.3,25
625258.5,25
625630.31,25
626002.75,25
626375.78,25
626749.4,25
627123.56,25
627498.33,25
627873.72,25
628249.68,25
628626.25,25
629003.41,25
629381.12,25
629759.41,25
630138.31,25
630517.84,25
630897.95,25
631278.66,25
631659.89,25
632041.74,25
632424.22,25
632807.25,25
633190.89,25
633575.12,25
633959.94,25
634345.95,25
634732.56,25
635119.76,25
635507.5,25
635895.82,25
636284.76,25
636674.32,25
637065.68,25
637457.58,25
637850.06,25
638243.14,25
638636.83,25
639031.09,25
639425.97,25
639821.4,25
640217.45,25
640614.1,25
641011.4,25
641409.24,25
641808.82,25
642208.98,25
642609.75,25
643011.11,25
643413.63,25
643816.75,25
644220.49,25
644624.79,25
645029.68,25
645435.16,25
645841.21,25
646248.47,25
646656.92,25
647065.95,25
647475.6,25
647885.85,25
648296.72,25
648708.12,25
649120.09,25
649532.77,25
649945.93,25
650359.73,25
650774.09,25
651189.05,25
651604.61,25
652020.76,25
652437.51,25
652854.84,25
653272.76,25
653691.24,25
654110.33,25
654530.57,25
654951.41,25
655372.83,25
655794.92,25
656217.61,25
656640.86,25
657064.69,25
657489.14,25
657914.14,25
658339.69,25
658765.87,25
659192.63,25
659619.99,25
660047.97,25
660476.49,25
660905.64,25
661335.38,25
661765.65,25
662196.55,25
662628.08,25
663060.17,25
663492.82,25
663926.04,25
664359.9,25
664794.39,25
665229.48,25
665665.15,25
666101.4,25
666538.21,25
666975.6,25
667414.21,25
667853.4,25
668293.2,25
668733.56,25
669174.53,25
669616.07,25
670058.21,25
670500.94,25
670944.29,25
671388.2,25
671832.66,25
672277.73,25
672723.42,25
673169.68,25
673617.13,25
674065.2,25
674513.81,25
674963.02,25
675412.81,25
675863.2,25
676314.22,25
676765.79,25
677219.17,25
677673.12,25
678127.66,25
678582.83,25
679038.59,25
679494.91,25
679951.78,25
680409.26,25
680867.34,25
681326.0,25
681785.28,25
682245.75,25
682707.37,25
683169.6,25
683632.37,25
684095.77,25
684559.73,25
685024.91,25
685490.67,25
685957.03,25
686424.0,25
686891.56,25
687359.71,25
687828.44,25
688297.78,25
688767.66,25
689238.72,25
689710.41,25
690182.72,25
690655.6,25
691129.05,25
691603.11,25
692077.71,25
692552.96,25
693028.75,25
693505.15,25
693982.72,25
694460.89,25
694939.65,25
695419.58,25
695900.13,25
696381.29,25
696863.0,25
697346.48,25
697830.62,25
698315.33,25
698800.6,25
699286.44,25
699772.89,25
700259.96,25
700747.58,25
701235.85,25
701724.66,25
702214.08,25
702704.08,25
703194.67,25
703685.91,25
704177.65,25
704670.0,25
705162.95,25
705656.51,25
706150.64,25
706645.93,25
707141.79,25
707638.3,25
708135.4,25
708633.08,25
709131.89,25
709631.32,25
710131.35,25
710632.57,25
711134.37,25
711636.78,25
712139.78,25
712643.42,25
713147.57,25
713652.36,25
714157.74,25
714663.73,25
715171.47,25
715679.75,25
716188.67,25
716698.2,25
717208.29,25
717718.94,25
718230.18,25
718742.04,25
719254.49,25
719767.54,25
720281.78,25
720796.6,25
721312.0,25
721827.97,25
722344.55,25
722861.72,25
723379.49,25
723897.84,25
724416.78,25
724936.32,25
725456.45,25
725977.17,25
726499.07,25
727022.19,25
727545.9,25
728070.18,25
728595.04,25
729120.47,25
729646.52,25
730173.23,25
730700.44,25
731228.23,25
731756.62,25
732285.6,25
732815.8,25
733346.58,25
733877.92,25
734409.86,25
734942.36,25
735475.51,25
736009.24,25
736543.53,25
737078.44,25
737613.94,25
738150.03,25
738686.72,25
739223.96,25
739761.83,25
740300.26,25
740839.3,25
741378.89,25
741919.09,25
742459.9,25
743001.3,25
743543.93,25
744087.12,25
744630.92,25
745175.25,25
745720.19,25
746265.72,25
746811.86,25
747358.6,25
747905.96,25
748453.93,25
749002.42,25
749551.5,25
750101.19,25
750651.49,25
751202.35,25
751755.28,25
752308.54,25
752862.32,25
753416.69,25
753971.67,25
754527.24,25
755083.44,25
755640.24,25
756197.6,25
756755.54,25
757314.07,25
757873.24,25
758433.55,25
758994.41,25
759555.87,25
760118.55,25
760682.41,25
761246.86,25
761811.93,25
762377.53,25
762943.73,25
763510.51,25
764077.87,25
764645.88,25
765214.49,25
765783.69,25
766353.41,25
766923.74,25
767494.72,25
768066.27,25
768638.45,25
769211.14,25
769784.43,25
770358.34,25
770932.85,25
771507.94,25
772084.21,25
772661.07,25
773238.55,25
773816.59,24
774395.21,24
774974.41,24
775554.16,24
776134.59,24
776715.61,24
777297.18,24
777879.37,24
778462.16,24
779045.53,24
779629.46,24
780213.97,24
780799.09,24
781384.76,24
781971.06,24
782557.94,24
783145.41,24
783733.51,24
784322.16,24
784911.46,24
785501.92,24
786092.96,24
786684.54,24
787276.78,24
787869.6,24
788463.61,24
789058.18,24
789653.39,24
790249.16,24
790846.68,24
791445.4,24
792044.7,24
792644.57,24
793245.05,24
793846.12,24
794447.85,24
795050.14,24
795652.98,24
796256.38,24
796860.4,24
797465.01,24
798070.24,24
798676.06,24
799282.46,24
799889.47,24
800497.08,24
801105.83,24
801715.2,24
802325.13,24
802935.67,24
803546.8,24
804158.56,24
804770.89,24
805383.83,24
805997.41,24
806611.58,24
807226.37,24
807841.74,24
808457.78,24
809074.45,24
809691.86,24
810309.93,24
810928.61,24
811547.97,24
812167.95,24
812788.48,24
813409.61,24
814031.37,24
814653.72,24
815276.68,24
815900.3,25
816524.59,25
817149.53,25
817775.71,25
818402.45,25
819029.76,25
819657.68,25
820286.16,25
820915.23,25
821544.9,25
822175.13,25
822805.94,25
823437.36,25
824069.41,25
824702.09,25
825335.44,25
825969.41,25
826604.04,25
827239.33,25
827875.28,25
828511.86,25
829149.09,25
829787.48,25
830426.45,25
831066.01,25
831706.16,25
832346.95,25
832988.34,25
833630.41,25
834273.11,25
834916.48,25
835560.5,25
836205.2,25
836850.59,25
837496.58,26
838143.17,26
838790.31,26
839438.03,26
840086.38,26
840735.31,26
841384.83,26
842034.96,26
842685.61,26
843336.88,26
843988.75,26
844641.23,26
845294.3,26
845949.12,26
846604.54,26
847260.54,26
847917.11,26
848574.31,26
849232.09,26
849890.48,26
850549.41,26
851208.93,26
851869.04,26
852529.85,26
853191.22,26
853853.11,26
854515.64,26
855178.73,26
855842.42,26
856506.72,26
857171.6,26
857837.06,26
858503.09,26
859169.75,26
859837.01,26
860504.86,26
861173.28,26
861842.26,26
862511.88,26
863182.13,26
863852.93,26
864524.89,26
865197.42,26
865870.55,26
866544.27,26
867219.23,26
867895.3,26
868571.98,26
869249.26,26
869927.12,26
870607.72,26
871288.54,26
871970.53,26
872653.13,26
873336.31,26
874020.09,26
874704.5,26
875389.46,26
876075.03,26
876761.19,26
877448.49,26
878136.41,26
878824.97,26
879514.05,26
880203.72,26
880893.96,26
881584.82,26
882276.31,26
882968.38,26
883661.6,26
884355.4,26
885050.42,26
885746.04,26
886442.2,26
887138.98,26
887836.33,26
888534.3,26
889232.89,26
889932.0,26
890631.73,26
891332.67,26
892034.78,26
892737.44,26
893440.69,26
894144.57,26
894849.01,26
895554.04,26
896259.68,26
896965.87,26
897672.66,26
898380.07,26
899088.08,26
899796.7,26
900505.9,26
901215.67,26
901926.01,26
902636.95,26
903348.48,26
904060.63,26
904773.39,26
905486.72,26
906200.64,26
906915.15,26
907630.24,26
908345.94,26
909062.22,26
909779.69,26
910497.75,26
911216.34,26
911936.14,26
912656.55,26
913377.57,26
914099.19,26
914821.96,26
915545.3,26
916269.26,26
916993.83,26
917718.94,26
918444.61,26
919170.94,26
919897.87,26
920625.39,26
921353.49,26
922082.19,26
922811.48,26
923541.38,26
924271.84,26
925002.92,25
925734.57,25
926466.79,25
927199.56,25
927932.99,25
928667.58,25
929402.77,25
930138.56,25
930874.91,25
931611.85,25
932349.38,25
933087.52,25
933826.83,25
934566.73,25
935307.21,25
936048.29,25
936789.98,25
937532.28,25
938275.15,25
939018.58,25
939762.6,25
940507.2,25
941252.43,25
941998.28,25
942744.69,25
943491.74,25
944239.93,25
944988.69,25
945738.04,25
946488.6,25
947240.32,25
947992.61,25
948746.1,25
949500.84,25
950256.13,25
951012.54,25
951769.57,25
952527.19,25
953285.42,25
954044.2,25
954803.6,25
955563.61,25
956324.22,25
957085.41,25
957847.22,25
958609.56,25
959373.11,25
960137.28,25
960901.98,25
961667.28,25
962433.16,25
963199.7,25
963966.83,25
964734.53,25
965502.81,25
966271.65,25
967041.08,25
967811.69,25
968582.93,25
969354.74,25
970127.17,25
970900.16,25
971673.78,25
972447.97,25
973222.72,25
973998.1,25
974774.06,25
975550.59,25
976327.69,25
977105.39,25
977883.72,25
978662.61,25
979442.13,25
980222.21,25
981002.91,25
981784.23,25
982566.07,25
983348.51,25
984131.55,25
984915.17,25
985699.41,25
986484.26,25
987269.72,25
988055.74,25
988842.32,25
989629.45,25
990417.21,25
991205.58,25
991994.52,25
992784.04,25
993574.17,25
994364.9,25
995156.23,25
995948.12,25
996740.7,25
997534.36,25
998328.59,25
999123.42,25
999918.88,25
1000714.97,25
1001511.62,25
1002308.88,25
1003106.7,25
1003905.68,25
1004705.29,25
1005505.47,25
1006306.25,25
1007107.6,25
1007909.57,25
1008712.14,25
1009515.3,25
1010319.03,25
1011123.36,25
1011928.28,25
1012733.83,25
1013539.93,25
1014346.61,25
1015154.45,25
1015963.51,25
1016773.22,25
1017583.41,25
1018394.2,25
1019206.22,25
1020018.84,25
1020832.0,25
1021645.77,25
1022460.2,25
1023275.18,25
1024090.76,25
1024907.46,25
1025724.73,25
1026542.62,25
1027361.14,25
1028180.23,25
1029000.5,25
1029821.36,25
1030642.82,25
1031464.84,25
1032287.48,25
1033110.72,25
1033934.52,25
1034758.9,25
1035583.89,25
1036409.48,25
1037235.64,25
1038062.44,25
1038889.82,25
1039717.8,25
1040546.37,25
1041375.47,25
1042205.19,25
1043035.51,25
1043866.42,25
1044697.92,25
1045530.03,25
1046362.73,25
1047196.01,25
1048030.43,25
1048865.48,25
1049701.14,25
1050537.34,25
1051374.14,25
1052213.32,25
1053053.68,25
1053894.62,25
1054736.14,25
1055578.28,25
1056421.02,25
1057264.31,25
1058108.22,25
1058952.75,25
1059797.86,25
1060643.56,25
1061489.81,25
1062336.67,25
1063184.11,25
1064032.19,25
1064880.84,25
1065730.07,25
1066579.88,25
1067430.25,25
1068281.25,25
1069132.86,25
1069985.02,25
1070838.41,25
1071692.35,25
1072546.86,25
1073401.97,25
1074257.65,25
1075113.97,25
1075970.89,25
1076828.39,25
1077686.45,25
1078545.13,25
1079404.4,25
1080264.29,25
1081124.75,25
1081985.81,25
1082847.44,25
1083709.67,25
1084572.47,25
1085435.89,25
1086299.89,25
1087164.46,25
1088030.25,25
1088896.61,25
1089764.11,25
1090632.22,25
1091500.97,25
1092370.27,25
1093240.16,25
1094110.64,25
1094981.72,25
1095853.38,25
1096725.64,25
1097599.09,25
1098473.13,25
1099347.76,25
1100222.97,25
1101099.36,25
1101976.35,25
1102853.96,25
1103732.15,25
1104610.9,25
1105490.24,25
1106370.22,25
1107250.73,25
1108131.89,25
1109013.62,25
1109897.12,25
1110781.25,25
1111665.9,25
1112551.74,25
1113438.18,25
1114325.23,25
1115212.84,25
1116101.61,25
1116990.99,25
1117881.03,25
1118771.62,25
1119662.79,25
1120555.17,25
1121448.11,25
1122341.65,25
1123236.37,25
1124131.68,25
1125027.58,25
1125924.11,25
1126821.22,25
1127720.69,25
1128620.71,25
1129521.36,25
1130422.57,25
1131324.35,25
1132226.78,25
1133129.76,25
1134033.33,25
1134937.48,25
1135842.2,25
1136748.19,25
1137654.75,25
1138562.45,25
1139470.8,25
1140379.68,25
1141289.18,25
1142199.25,25
1143109.94,25
1144021.23,25
1144933.12,25
1145845.58,25
1146758.64,25
1147672.25,25
1148586.47,25
1149501.29,25
1150416.71,25
1151332.71,25
1152249.29,25
1153166.45,25
1154084.22,25
1155002.58,25
1155921.53,25
1156841.11,25
1157761.27,25
1158681.96,25
1159603.26,25
1160525.13,25
1161448.26,25
1162371.94,25
1163296.2,25
1164221.07,25
1165147.07,25
1166073.69,25
1167000.94,25
1167928.75,25
1168857.77,25
1169787.37,25
1170718.15,25
1171649.49,25
1172581.42,25
1173514.0,25
1174447.12,25
1175380.82,25
1176315.13,25
1177250.01,25
1178185.53,25
1179121.64,25
1180058.37,25
1180995.71,25
1181933.54,25
1182871.95,25
1183810.98,25
1184750.62,25
1185690.81,25
1186631.63,25
1187573.05,25
1188516.2,25
1189459.95,25
1190404.91,25
1191350.48,25
1192296.62,25
1193243.37,25
1194190.65,25
1195138.56,25
1196087.07,25
1197036.16,25
1197985.86,25
1198936.11,25
1199887.58,25
1200839.63,25
1201792.27,25
1202745.52,25
1203699.36,25
1204653.74,25
1205609.31,25
1206565.43,25
1207522.18,25
1208479.52,25
1209437.46,25
1210396.68,25
1211356.38,25
1212316.71,25
1213277.6,25
1214239.07,25
1215201.15,25
1216163.85,25
1217127.12,25
1218091.55,25
1219056.58,25
1220022.23,25
1220988.48,25
1221955.31,25
1222923.26,25
1223892.42,25
1224862.21,25
1225832.54,25
1226803.48,25
1227774.99,25
1228747.13,25
1229719.86,25
1230693.16,25
1231667.05,25
1232641.53,25
1233616.61,25
1234592.29,25
1235568.55,25
1236545.4,25
1237522.82,25
1238500.84,25
1239479.49,25
1240458.74,25
1241438.59,25
1242418.97,25
1243399.94,25
1244381.52,25
1245363.67,25
1246347.01,25
1247331.56,25
1248316.68,25
1249302.37,25
1250288.66,25
1251275.61,25
1252263.11,25
1253251.19,25
1254239.85,25
1255229.07,25
1256218.93,25
1257209.37,25
1258200.46,25
1259192.08,25
1260184.3,25
1261177.07,25
1262170.47,25
1263164.48,25
1264159.02,25
1265154.18,25
1266150.56,25
1267148.12,25
1268146.26,25
1269144.98,25
1270144.29,25
1271144.19,25
1272144.68,25
1273145.75,25
1274147.36,25
1275149.6,25
1276153.04,25
1277157.1,25
1278161.74,25
1279166.96,25
1280172.77,25
1281179.15,25
1282186.1,25
1283193.68,25
1284201.88,25
1285210.66,25
1286220.61,25
1287231.15,25
1288242.3,25
1289254.02,25
1290266.34,25
1291279.24,25
1292292.69,25
1293306.72,25
1294321.41,25
1295336.68,25
1296352.53,25
1297368.98,25
1298386.05,25
1299403.7,25
1300421.92,25
1301440.68,25
1302460.04,25
1303480.64,25
1304502.37,25
1305524.7,25
1306547.62,25
1307571.15,25
1308595.34,25
1309620.08,25
1310645.38,25
1311671.23,25
1312697.74,25
1313724.83,25
1314752.52,25
1315781.39,25
1316810.86,25
1317840.88,25
1318871.52,25
1319902.74,25
1320934.54,25
1321966.94,25
1322999.92,25
1324033.5,25
1325068.24,25
1326103.58,25
1327140.13,25
1328177.24,25
1329214.93,25
1330253.25,25
1331292.13,25
1332331.6,25
1333371.66,25
1334412.33,25
1335454.19,25
1336496.63,25
1337539.68,25
1338583.28,25
1339627.47,25
1340672.3,25
1341717.77,25
1342763.75,25
1343810.34,25
1344857.48,25
1345905.24,25
1346953.64,25
1348003.17,25
1349053.29,25
1350104.02,25
1351155.32,25
1352207.22,25
1353259.75,25
1354312.8,25
1355367.06,25
1356421.9,25
1357477.33,25
1358533.35,25
1359589.97,25
1360647.22,25
1361705.05,25
1362764.0,25
1363823.63,25
1364883.79,25
1365944.58,25
1367005.93,25
1368067.87,25
1369130.41,25
1370193.52,25
1371257.85,25
1372322.76,25
1373388.25,25
1374454.37,25
1375521.06,25
1376588.31,25
1377656.15,25
1378724.56,25
1379793.61,25
1380863.27,25
1381933.49,25
1383005.48,25
1384078.07,25
1385151.22,25
1386224.99,25
1387299.31,25
1388374.85,25
1389450.96,25
1390527.67,25
1391604.93,25
1392682.84,25
1393761.35,25
1394840.45,25
1395920.12,25
1397000.37,25
1398081.22,25
1399162.67,25
1400244.73,25
1401327.34,25
1402410.56,25
1403494.38,25
1404578.76,25
1405663.76,25
1406749.33,25
1407835.48,25
1408922.25,25
1410009.59,25
1411097.51,25
1412186.61,25
1413276.28,25
1414366.61,25
1415457.53,25
1416548.99,25
1417641.03,25
1418733.69,25
1419826.95,25
1420920.83,25
1422015.27,25
1423110.31,25
1424205.97,25
1425302.17,25
1426398.95,25
1427496.34,25
1428594.34,25
1429692.9,25
1430792.06,25
1431892.39,25
1432993.31,25
1434094.81,25
1435196.99,25
1436299.74,25
1437403.03,25
1438507.5,25
1439612.59,25
1440718.24,25
1441824.5,25
1442931.38,25
1444038.8,25
1445146.85,25
1446255.46,25
1447364.7,25
1448474.49,25
1449584.88,25
1450695.86,25
1451808.04,25
1452920.78,25
1454034.11,25
1455148.03,25
1456262.56,25
1457377.7,25
1458493.41,25
1459609.73,25
1460726.6,25
1461844.05,25
1462962.1,25
1464081.34,25
1465201.15,25
1466321.55,25
1467442.59,25
1468564.2,25
1469686.42,25
1470809.22,25
1471932.64,25
1473056.65,25
1474181.21,25
1475306.37,25
1476432.13,25
1477558.49,25
1478685.44,25
1479812.99,25
1480941.13,25
1482069.8,25
1483199.12,25
1484328.99,25
1485459.47,25
1486590.53,25
1487722.16,25
1488854.41,25
1489987.28,25
1491120.73,25
1492255.32,25
1493390.52,25
1494526.32,25
1495662.7,25
1496799.65,25
1497937.19,25
1499075.34,25
1500214.08,25
1501353.45,25
1502493.99,25
1503635.76,25
1504778.09,25
1505920.98,25
1507064.48,25
1508208.54,25
1509353.22,25
1510498.48,25
1511644.32,25
1512790.8,25
1513937.82,25
1515085.44,25
1516234.23,25
1517383.59,25
1518533.53,25
1519684.1,25
1520835.24,25
1521987.03,25
1523139.38,25
1524292.3,25
1525445.81,25
1526599.93,25
1527754.6,25
1528909.87,25
1530065.72,25
1531222.19,25
1532379.29,25
1533536.93,25
1534695.2,25
1535854.01,25
1537013.43,25
1538173.45,25
1539334.07,25
1540495.85,25
1541658.22,25
1542821.21,25
1543984.8,25
1545149.0,25
1546313.77,25
1547479.08,25
1548645.03,24
1549811.55,24
1550978.66,24
1552146.34,24
1553314.63,24
1554483.54,24
1555653.05,24
1556823.13,24
1557993.79,24
1559165.04,24
1560336.83,24
1561509.23,24
1562682.27,24
1563856.44,24
1565031.21,24
1566206.61,24
1567382.59,24
1568559.81,24
1569737.55,24
1570915.87,24
1572094.78,24
1573274.27,24
1574454.4,24
1575635.12,24
1576816.42,24
1577998.33,24
1579180.85,24
1580363.91,24
1581547.57,24
1582731.85,24
1583916.69,24
1585103.27,24
1585106.84,0
1585110.62,24
1585114.96,24
1585119.93,24
1585125.51,24
1585131.68,24
1585138.41,24
1585145.77,24
1585153.71,24
1585162.23,24
1585171.33,24
1585181.04,24
1585191.31,24
1585202.19,24
1585213.66,24
1585225.76,24
1585240.78,24
1585256.37,24
1585272.57,24
1585289.39,24
1585306.78,24
1585324.78,24
1585343.33,24
1585362.47,24
1585382.19,24
1585402.53,24
1585424.09,24
1585446.75,24
1585470.03,24
1585493.9,24
1585518.33,24
1585543.39,24
1585569.03,24
1585595.26,24
1585622.68,24
1585650.69,24
1585679.92,24
1585709.68,24
1585740.05,24
1585771.03,24
1585802.56,24
1585834.69,24
1585867.41,24
1585900.74,24
1585934.69,24
1585969.21,24
1586004.31,24
1586040.01,24
1586076.3,24
1586113.14,24
1586150.6,24
1586188.69,24
1586227.34,24
1586266.59,24
1586306.41,24
1586347.43,24
1586389.05,24
1586431.28,24
1586474.67,24
1586518.6,24
1586563.16,24
1586608.31,24
1586654.03,24
1586700.38,24
1586747.29,24
1586794.84,24
1586842.99,24
1586891.67,24
1586940.94,24
1586990.82,24
1587041.29,24
1587092.95,24
1587145.21,24
1587198.01,24
1587251.42,24
1587305.41,24
1587360.01,24
1587415.21,24
1587470.99,24
1587527.37,24
1587584.33,24
1587641.86,24
1587700.56,24
1587759.92,24
1587819.87,24
1587880.4,24
1587942.06,24
1588004.33,24
1588067.18,24
1588130.67,24
1588194.74,24
1588259.37,24
1588325.21,24
1588391.66,24
1588458.65,24
1588526.27,24
1588594.45,24
1588663.25,24
1588732.66,24
1588802.63,24
1588873.17,24
1588944.3,24
1589016.05,24
1589088.4,24
1589161.99,24
1589236.11,24
1589310.88,24
1589386.26,24
1589462.27,24
1589538.91,24
1589616.12,24
1589693.91,24
1589772.28,24
1589851.27,24
1589930.84,24
1590011.05,24
1590091.89,24
1590173.28,24
1590255.23,24
1590337.75,24
1590420.92,24
1590504.7,24
1590589.04,24
1590673.99,24
1590759.57,24
1590845.72,24
1590932.45,24
1591019.77,24
1591107.73,24
1591196.3,24
1591285.44,24
1591375.76,24
1591466.66,24
1591558.17,24
1591650.26,24
1591742.95,24
1591836.22,24
1591930.09,24
1592024.53,24
1592119.57,24
1592215.77,24
1592312.57,24
1592410.01,24
1592508.03,24
1592607.19,24
1592706.95,24
1592807.34,24
1592908.32,24
1593009.91,24
1593112.08,24
1593214.79,24
1593318.17,24
1593422.07,24
1593527.21,24
1593632.9,24
1593739.22,24
1593846.12,24
1593953.64,24
1594061.73,24
1594170.37,24
1594279.66,24
1594389.56,24
1594500.02,24
1594611.1,24
1594722.75,24
1594834.97,24
1594947.8,24
1595061.21,24
1595175.23,24
1595289.87,24
1595405.07,24
1595520.85,24
1595637.82,24
1595755.4,24
1595873.58,24
1595993.49,24
1596114.63,24
1596236.37,24
1596358.73,24
1596481.63,24
1596605.12,24
1596729.21,24
1596853.92,24
1596979.25,24
1597105.21,24
1597231.77,24
1597358.91,24
1597486.64,24
1597614.96,24
1597743.84,24
1597873.42,24
1598003.52,24
1598134.22,24
1598265.51,24
1598397.34,24
1598529.79,24
1598663.47,24
1598797.72,24
1598932.55,24
1599068.01,24
1599204.0,24
1599340.62,24
1599477.78,24
1599615.56,24
1599753.97,24
1599892.93,24
1600032.51,24
1600173.26,24
1600314.53,24
1600456.43,24
1600598.98,24
1600742.12,24
1600885.82,24
1601031.02,24
1601176.49,24
1601322.53,24
1601469.16,24
1601616.39,24
1601764.19,24
1601912.59,24
1602061.61,24
1602211.21,24
1602361.37,24
1602512.15,24
1602663.5,24
1602815.46,24
1602968.01,24
1603121.14,24
1603274.87,24
1603429.18,24
1603584.08,24
1603739.57,24
1603895.66,24
1604052.4,24
1604209.7,24
1604367.56,24
1604526.0,24
1604685.03,24
1604844.69,24
1605004.92,24
1605165.74,24
1605327.16,24
1605489.14,24
1605651.73,24
1605814.9,24
1605978.69,24
1606143.08,24
1606308.04,24
1606473.57,24
1606639.7,24
1606806.41,24
1606973.71,24
1607141.62,24
1607310.16,24
1607479.26,24
1607648.95,24
1607819.2,24
1607990.06,24
1608161.53,24
1608333.59,24
1608506.2,24
1608679.4,24
1608853.2,24
1609027.61,24
1609202.6,24
1609378.8,24
1609556.19,24
1609734.17,24
1609912.69,24
1610091.82,24
1610271.5,24
1610451.82,24
1610632.76,24
1610814.27,24
1610996.96,24
1611180.22,24
1611364.08,24
1611548.53,24
1611733.59,24
1611919.25,24
1612105.43,24
1612292.21,24
1612479.6,24
1612667.57,24
1612856.74,24
1613047.13,24
1613238.08,24
1613429.6,24
1613621.73,24
1613814.45,24
1614007.76,24
1614201.64,24
1614396.1,24
1614591.16,24
1614786.84,24
1614984.3,24
1615182.37,24
1615381.02,24
1615580.26,24
1615780.07,24
1615980.45,24
1616181.4,24
1616382.97,24
1616585.16,24
1616788.51,24
1616992.51,24
1617197.04,24
1617402.19,24
1617607.94,24
1617814.26,24
1618021.14,24
1618228.61,24
1618436.64,24
1618645.3,24
1618854.57,24
1619064.43,24
1619274.9,24
1619485.98,24
1619697.62,24
1619909.83,24
1620122.6,24
1620335.99,24
1620549.97,24
1620764.55,24
1620979.7,24
1621195.45,24
1621411.81,24
1621628.76,24
1621846.31,24
1622064.45,24
1622283.14,24
1622502.44,24
1622722.31,24
1622942.81,24
1623164.47,24
1623386.73,24
1623609.61,24
1623833.1,24
1624057.15,24
1624281.78,24
1624507.03,24
1624732.83,24
1624959.24,24
1625186.24,24
1625413.83,24
1625642.03,24
1625870.78,24
1626100.11,24
1626330.05,24
1626560.62,24
1626791.76,24
1627023.48,24
1627255.81,24
1627488.73,24
1627722.19,24
1627956.23,24
1628192.11,24
1628428.53,24
1628665.57,24
1628903.19,24
1629141.36,24
1629380.15,24
1629619.56,24
1629859.53,24
1630100.09,24
1630341.24,24
1630582.99,24
1630825.93,24
1631069.44,24
1631313.57,24
1631558.3,24
1631803.55,24
1632049.43,24
1632295.95,24
1632543.07,24
1632791.31,24
1633040.19,24
1633289.65,24
1633539.68,24
1633790.29,24
1634041.52,24
1634293.42,24
1634545.91,24
1634798.99,24
1635052.7,24
1635307.06,24
1635562.03,24
1635817.6,24
1636073.83,24
1636330.69,24
1636588.14,24
1636846.21,24
1637104.96,24
1637364.27,24
1637624.15,24
1637884.63,24
1638145.7,24
1638407.35,24
1638669.65,24
1638932.53,24
1639196.02,24
1639460.08,24
1639724.78,24
1639990.0,24
1640255.83,24
1640522.25,24
1640789.25,24
1641056.84,24
1641325.08,24
1641593.92,24
1641863.33,24
1642133.35,24
1642404.01,24
1642675.28,24
1642947.69,24
1643221.9,24
1643496.67,24
1643772.03,24
1644048.04,24
1644324.6,24
1644601.81,24
1644879.62,24
1645158.07,24
1645437.15,24
1645716.84,24
1645997.17,24
1646278.13,24
1646559.67,24
1646841.78,24
1647124.52,24
1647407.84,24
1647691.81,24
1647976.43,24
1648261.67,24
1648547.5,24
1648833.92,24
1649120.97,24
1649408.7,24
1649697.08,24
1649986.12,24
1650275.65,24
1650565.8,25
1650856.56,25
1651147.92,25
1651439.89,25
1651732.48,25
1652025.65,25
1652319.37,25
1652613.7,25
1652908.69,25
1653204.3,25
1653500.53,25
1653797.34,25
1654094.72,25
1654392.71,25
1654691.28,25
1654990.51,25
1655290.39,25
1655590.87,25
1655891.98,25
1656193.71,25
1656496.04,25
1656799.05,25
1657102.63,25
1657407.45,25
1657712.82,25
1658018.79,25
1658325.34,25
1658632.58,25
1658941.0,25
1659250.0,25
1659559.62,25
1659869.88,25
1660180.75,25
1660492.2,25
1660804.26,25
1661116.9,25
1661430.12,25
1661744.53,25
1662060.21,25
1662376.43,25
1662693.29,25
1663010.77,25
1663328.86,25
1663647.53,25
1663966.82,25
1664286.75,25
1664607.23,25
1664928.29,25
1665249.94,25
1665572.8,25
1665896.23,25
1666220.27,25
1666544.89,25
1666870.09,25
1667195.89,25
1667522.3,25
1667849.3,25
1668176.89,25
1668505.03,25
1668833.79,25
1669163.14,25
1669493.1,25
1669823.64,25
1670154.82,25
1670486.55,25
1670818.88,25
1671151.79,25
1671485.3,25
1671819.39,25
